,0
name,uox
id,snf
pkg_diameter,2.1068
pkg_length,4.8875
n_wf,114
-0.1813145111610351,279639.27919568453
0.0,283528.96802339965
0.00010958904109579074,234381.83835247532
0.002849315068493051,170256.24577122682
0.022027397260273873,96467.68314356272
0.10421917808219168,44099.41799148816
0.1864109589041095,29654.65204762193
1.008328767123287,5643.90161058158
2.0083287671232877,3531.0902470765773
3.0083287671232877,2872.245358955814
4.008328767123287,2493.670686117758
5.008328767123287,2241.557507172285
5.108328767123288,2220.8857686018564
5.508328767123287,2144.617861453676
5.758328767123287,2101.6173143791107
6.008328767123287,2061.7714824625546
8.008328767123288,1826.3183224485197
10.008328767123288,1682.1076916702518
11.508328767123288,1606.0090345620417
15.008328767123288,1481.324870332982
20.008328767123288,1357.0292347005577
23.00832876712329,1294.8177447123253
25.00832876712329,1256.304879105885
30.00832876712329,1167.782056289654
35.00832876712329,1088.3564485497773
40.00832876712329,1016.7001475196412
45.00832876712329,951.9433134979371
50.00832876712329,893.3841242967005
60.00832876712329,792.4865175892651
70.00832876712329,709.8534123277508
80.00832876712329,642.0883005168794
90.00832876712329,586.3923937125032
100.00832876712329,540.4647455622966
125.00832876712329,456.88488318521723
150.00832876712332,402.61564239701903
175.00832876712332,365.46638186923394
200.00832876712332,338.45340592950816
225.00832876712332,317.5938065276754
250.00832876712334,300.6064045520958
300.0083287671234,273.4999571197021
350.0083287671234,251.74655619408298
400.0083287671233,233.25787533611353
450.0083287671233,217.0769255348448
500.0083287671233,202.67898269467452
600.0083287671233,178.0032817271166
700.0083287671233,157.55924588907948
800.0083287671232,140.38113461675928
900.0083287671232,125.83302114003745
1000.0083287671232,113.45631625924932
1250.0083287671232,89.86417448675758
1500.008328767123,73.86235784890471
1750.008328767123,62.92812041709389
2000.008328767123,55.39073613975697
2250.008328767123,50.13353852530049
2500.0083287671237,46.40863125144044
3000.0083287671227,41.71616076776433
4000.0083287671227,37.1427057425564
5000.008328767123,34.55188020118347
6000.008328767123,32.494426176774326
7000.008328767123,30.66566925373327
8000.008328767123,28.992966379685765
9000.008328767122,27.451564691584707
10000.00832876712,26.02735054348871
20000.008328767122,16.305046990631944
50000.00832876711,6.002937702389821
100000.00832876712,1.6959966593007707
200000.0083287671,0.4953894656247415
500000.0083287671,0.42137441871153486
1000000.0083287669,0.35746961781420955
